Server_ID,Data_Center,Purchase_Date,Decommission_Date,OS,RAM_GB,CPU_Cores,Storage_GB,Availability,Failure_Rate
SRV-305,New York,2018-09-17,2023-01-12,Red Hat,136,59,3956,53.39,3.81
SRV-306,Atlanta,2020-02-14,2026-07-31,Linux,146,26,3439,74.1,4.12
SRV-307,Atlanta,2016-01-15,2021-09-13,CentOS,84,29,3606,65.51,0.83
SRV-308,New York,2020-08-31,2027-08-12,Linux,119,35,859,58.45,2.37
SRV-309,New York,2015-02-20,2019-06-26,Ubuntu,240,43,4903,98.19,0.15
SRV-310,San Francisco,2019-02-22,2024-09-23,Windows Server,220,46,3655,98.02,4.29
SRV-311,Atlanta,2017-12-29,2021-03-05,Ubuntu,19,43,1570,51.5,3.65
SRV-312,New York,2016-03-23,2021-04-14,Ubuntu,25,21,2529,55.09,1.81
SRV-313,Atlanta,2021-06-15,2026-03-11,CentOS,134,49,3340,89.5,3.53
SRV-314,Chicago,2015-01-14,2021-06-30,Windows Server,212,62,2463,81.8,2.63
SRV-315,Dallas,2021-06-16,2025-12-22,Red Hat,224,54,4668,54.24,3.43
SRV-316,Atlanta,2021-09-23,2027-02-27,Red Hat,52,49,3276,61.06,2.92
SRV-317,San Francisco,2021-05-19,2026-11-19,Linux,151,29,3800,94.62,3.36
SRV-318,New York,2018-06-03,2024-01-09,CentOS,49,40,4523,68.24,1.95
SRV-319,Dallas,2017-07-15,2024-06-22,Linux,102,49,1008,77.45,1.36
SRV-320,San Francisco,2016-01-11,2020-12-15,Red Hat,46,43,2100,64.6,0.13
SRV-321,San Francisco,2015-10-08,2022-03-12,Linux,69,50,4850,74.02,3.9
SRV-322,San Francisco,2018-10-10,2023-10-05,Red Hat,18,6,2543,91.25,2.88
SRV-323,Chicago,2020-05-07,2026-04-03,Ubuntu,233,10,3537,72.38,4.61
SRV-324,Chicago,2016-02-03,2019-06-14,CentOS,110,57,4151,56.75,3.18
SRV-325,Dallas,2020-08-14,2024-04-11,Ubuntu,80,8,3781,98.65,3.94
SRV-326,Chicago,2016-03-10,2020-10-05,Windows Server,24,17,914,52.22,4.25
SRV-327,Chicago,2020-02-20,2026-06-24,Red Hat,184,55,4030,80.7,4.44
SRV-328,Chicago,2017-08-11,2024-04-07,Red Hat,68,20,1746,97.6,0.12
SRV-329,Atlanta,2020-03-30,2026-05-21,Linux,130,54,4599,62.76,1.56
SRV-330,Chicago,2016-11-30,2021-01-23,Ubuntu,87,21,4924,89.1,3.13
SRV-331,Atlanta,2015-09-07,2020-04-13,Linux,182,8,4469,93.53,4.02
SRV-332,Dallas,2017-07-12,2023-04-02,CentOS,46,16,3391,55.97,0.38
SRV-333,Chicago,2020-06-14,2023-12-10,Ubuntu,190,37,4321,76.5,3.83
SRV-334,New York,2015-09-27,2022-03-09,Ubuntu,122,35,3506,84.8,4.28
SRV-335,Chicago,2018-03-30,2023-10-01,Windows Server,144,4,4555,65.73,1.92
SRV-336,Chicago,2020-02-14,2025-05-04,Red Hat,88,33,764,65.0,0.99
SRV-337,Dallas,2020-03-31,2024-11-27,Windows Server,229,32,4389,54.72,1.56
SRV-338,San Francisco,2021-05-01,2025-03-14,Windows Server,53,24,3253,58.54,2.92
SRV-339,Chicago,2018-11-21,2023-08-31,Windows Server,162,18,925,97.2,3.74
SRV-340,San Francisco,2021-06-12,2028-03-06,Red Hat,149,20,2248,78.29,1.8
SRV-341,Dallas,2019-08-11,2024-11-19,Windows Server,132,58,1553,96.65,0.1
SRV-342,Dallas,2019-03-07,2022-03-28,Windows Server,155,62,3175,63.5,3.45
SRV-343,San Francisco,2020-11-21,2026-08-29,Ubuntu,34,45,608,64.62,3.23
SRV-344,Chicago,2015-05-25,2019-12-17,Red Hat,155,25,2764,96.02,2.4
SRV-345,Atlanta,2020-04-08,2024-11-01,Red Hat,129,25,546,59.82,2.42
SRV-346,Chicago,2016-08-14,2022-10-18,Ubuntu,213,19,3979,67.36,4.66
SRV-347,Dallas,2021-12-01,2026-06-04,Linux,239,64,826,80.67,2.34
SRV-348,San Francisco,2016-06-18,2022-12-22,Red Hat,148,16,3975,60.62,1.0
SRV-349,San Francisco,2017-12-19,2021-05-30,Red Hat,129,15,1161,85.55,0.13
SRV-350,Chicago,2016-06-03,2019-06-15,CentOS,155,23,4903,73.18,0.14
SRV-351,Chicago,2018-04-26,2021-05-22,Windows Server,23,17,2630,69.19,4.24
SRV-352,Dallas,2016-03-02,2020-12-12,Ubuntu,105,63,3166,65.67,0.44
SRV-353,Atlanta,2020-05-05,2025-04-11,Ubuntu,182,4,3026,88.61,0.5
SRV-354,Atlanta,2017-04-07,2022-06-30,Linux,80,24,2085,66.37,0.82
SRV-355,Chicago,2020-01-27,2025-12-10,Ubuntu,166,32,4578,70.47,0.5
SRV-356,Atlanta,2022-01-02,2025-01-13,Red Hat,163,49,3005,60.99,4.16
SRV-357,New York,2017-08-16,2022-05-12,Red Hat,110,7,2788,57.9,3.85
SRV-358,New York,2020-01-09,2026-11-06,Windows Server,120,47,2838,91.98,1.94
SRV-359,Atlanta,2020-07-05,2023-12-02,CentOS,17,43,3245,95.74,4.98
SRV-360,Atlanta,2019-07-02,2025-11-03,Ubuntu,197,31,1703,91.84,2.32
SRV-361,Dallas,2020-01-11,2024-10-31,Windows Server,203,47,4170,89.27,4.58
SRV-362,Atlanta,2019-09-23,2023-12-22,Red Hat,154,49,4438,95.71,0.66
SRV-363,Dallas,2017-08-16,2023-01-20,Ubuntu,230,46,1974,89.29,2.04
SRV-364,Atlanta,2019-10-09,2025-10-24,Linux,129,6,2311,88.41,1.49
SRV-365,New York,2015-04-28,2019-08-29,Windows Server,41,23,1622,85.87,1.16
SRV-366,New York,2019-01-04,2024-09-23,CentOS,81,22,1517,84.11,1.2
SRV-367,Dallas,2015-02-26,2018-07-03,Linux,222,11,1212,83.39,2.72
SRV-368,Atlanta,2015-08-22,2021-11-08,Ubuntu,188,20,2607,52.75,4.4
SRV-369,Dallas,2017-01-18,2021-12-26,Red Hat,212,59,1658,73.19,2.86
SRV-370,New York,2020-08-09,2025-11-11,Ubuntu,32,58,1726,92.26,2.45
SRV-371,Atlanta,2016-12-20,2023-08-21,Red Hat,22,7,909,53.74,2.19
SRV-372,San Francisco,2019-11-05,2024-08-17,Windows Server,197,15,4920,88.86,3.39
SRV-373,San Francisco,2020-04-29,2025-01-30,Ubuntu,224,10,4076,91.49,0.75
SRV-374,Atlanta,2015-08-15,2018-10-19,Ubuntu,45,25,4706,53.36,1.06
SRV-375,Atlanta,2017-06-15,2022-10-26,CentOS,248,61,922,75.73,0.72
SRV-376,Dallas,2017-05-26,2020-06-05,Ubuntu,245,15,562,72.33,4.59
SRV-377,Dallas,2015-09-13,2020-05-05,CentOS,18,10,4267,67.44,3.5
SRV-378,Chicago,2016-12-17,2021-10-02,Windows Server,96,46,1232,97.19,3.02
SRV-379,New York,2021-08-11,2025-03-24,Windows Server,123,38,711,71.3,4.35
SRV-380,New York,2018-06-30,2023-06-19,Linux,171,59,3015,57.52,2.82
SRV-381,San Francisco,2016-07-07,2022-08-12,Ubuntu,97,42,4785,67.36,0.48
SRV-382,New York,2021-05-12,2028-01-16,CentOS,218,4,1818,94.45,4.24
SRV-383,Dallas,2016-10-07,2022-04-13,Windows Server,143,8,3737,72.05,0.83
SRV-384,Dallas,2016-05-24,2020-05-20,Linux,249,35,3663,54.7,3.82
SRV-385,San Francisco,2020-12-12,2026-10-23,Windows Server,88,15,4456,94.03,4.1
SRV-386,Atlanta,2017-10-10,2022-10-30,Ubuntu,149,64,2521,79.05,4.43
SRV-387,New York,2016-02-28,2020-12-16,Windows Server,19,51,909,53.73,4.22
SRV-388,New York,2018-07-02,2023-04-25,Ubuntu,130,44,2839,53.97,1.25
SRV-389,Chicago,2020-02-11,2026-01-10,Linux,104,45,1227,61.18,1.36
SRV-390,Atlanta,2017-09-13,2020-12-30,Ubuntu,92,21,1301,54.06,2.79
SRV-391,New York,2021-09-29,2027-03-24,Windows Server,162,38,3308,57.32,3.23
SRV-392,New York,2015-07-07,2022-03-25,Ubuntu,29,29,1478,79.04,3.34
SRV-393,Dallas,2021-07-25,2025-02-09,Ubuntu,58,43,1260,92.85,1.55
SRV-394,Atlanta,2017-11-21,2022-01-27,Ubuntu,120,43,1482,87.95,2.22
SRV-395,Chicago,2021-11-14,2025-01-12,Red Hat,135,58,2166,81.47,1.71
SRV-396,Chicago,2018-12-26,2024-11-26,Red Hat,224,56,2059,89.74,1.14
SRV-397,Dallas,2021-06-18,2026-10-03,Red Hat,140,47,3128,95.44,0.3
SRV-398,Chicago,2017-01-16,2021-12-17,Linux,220,50,3456,98.26,1.01
SRV-399,San Francisco,2018-11-12,2022-03-16,CentOS,237,28,1963,80.47,1.4
SRV-400,Chicago,2017-05-06,2022-03-04,Linux,83,36,3271,50.68,4.22
SRV-401,Atlanta,2018-03-06,2022-12-07,Ubuntu,146,59,2797,58.46,0.14
SRV-402,New York,2016-07-03,2021-11-01,Windows Server,255,57,1586,79.16,1.98
SRV-403,New York,2019-11-13,2023-03-30,Red Hat,157,55,3106,97.84,3.8
SRV-404,Atlanta,2015-05-01,2018-11-27,Ubuntu,159,7,3997,85.48,3.16
SRV-405,Chicago,2021-09-19,2025-09-29,CentOS,152,55,3890,93.83,3.16
SRV-406,San Francisco,2015-03-28,2020-06-03,CentOS,24,32,3457,56.37,0.59
SRV-407,San Francisco,2019-11-21,2026-11-05,Windows Server,233,10,3058,63.97,2.75
SRV-408,Atlanta,2021-05-02,2024-10-06,CentOS,145,50,559,50.49,4.9
SRV-409,Dallas,2017-10-20,2024-04-28,Windows Server,119,29,1353,59.45,4.7
SRV-410,Dallas,2018-11-11,2022-08-22,Red Hat,144,51,3429,93.14,3.23
SRV-411,San Francisco,2018-08-21,2023-07-04,Windows Server,218,11,4565,85.3,1.32
SRV-412,Atlanta,2016-11-29,2023-05-21,Linux,54,26,4295,51.47,0.93
SRV-413,Atlanta,2020-10-08,2024-04-14,Ubuntu,134,61,792,79.85,4.23
SRV-414,Chicago,2017-12-09,2022-07-03,Red Hat,135,25,2850,77.25,2.81
SRV-415,Atlanta,2021-01-22,2025-12-20,Linux,44,57,3942,84.11,4.06
SRV-416,Dallas,2015-07-26,2022-03-07,Red Hat,236,53,3048,91.44,3.47
SRV-417,Atlanta,2017-03-22,2023-12-11,Linux,218,8,4561,51.12,3.28
SRV-418,New York,2019-01-19,2024-10-27,Red Hat,46,19,1606,65.36,4.97
SRV-419,Chicago,2015-03-30,2018-04-16,Linux,30,18,3546,89.45,2.48
SRV-420,Atlanta,2021-05-05,2027-12-09,Windows Server,75,25,4250,81.26,4.47
SRV-421,New York,2018-10-13,2021-11-13,Red Hat,99,64,4632,74.81,1.54
SRV-422,Dallas,2020-04-11,2024-11-25,Windows Server,97,8,1932,68.25,0.97
SRV-423,Dallas,2019-03-15,2022-12-27,CentOS,106,56,4561,78.82,0.79
SRV-424,San Francisco,2015-01-29,2021-12-02,Linux,94,38,2549,87.55,1.71
SRV-425,Dallas,2021-01-18,2027-07-26,CentOS,24,64,3176,89.54,4.79
SRV-426,Atlanta,2019-02-05,2022-11-21,CentOS,180,36,703,64.86,2.77
SRV-427,San Francisco,2017-12-02,2024-03-25,Red Hat,252,19,4735,58.13,1.32
SRV-428,Dallas,2015-08-28,2019-07-16,Ubuntu,107,50,4162,99.1,4.1
SRV-429,New York,2017-04-09,2022-09-09,Ubuntu,136,41,2045,88.74,1.65
SRV-430,Dallas,2020-09-11,2024-11-25,Windows Server,103,53,4995,84.52,0.34
SRV-431,Chicago,2017-09-23,2022-05-18,Windows Server,173,54,4534,82.3,4.76
SRV-432,Chicago,2019-09-12,2026-03-06,Linux,57,46,2063,68.55,3.81
SRV-433,San Francisco,2019-11-04,2023-06-08,Linux,98,25,653,66.05,2.76
SRV-434,Atlanta,2016-11-30,2020-10-24,Red Hat,167,56,783,85.58,3.09
SRV-435,Atlanta,2021-01-01,2026-12-08,Linux,199,53,2319,63.65,3.65
SRV-436,Dallas,2020-05-21,2026-01-10,Red Hat,188,32,3778,52.32,3.31
SRV-437,Dallas,2020-09-18,2027-02-05,Red Hat,36,31,2939,74.81,0.45
SRV-438,Dallas,2015-07-25,2019-02-28,Ubuntu,56,52,3193,93.55,0.19
SRV-439,Atlanta,2021-01-19,2027-06-07,Windows Server,68,35,2845,63.93,4.22
SRV-440,New York,2017-06-14,2023-07-18,Linux,232,59,2231,86.78,3.69
SRV-441,New York,2020-08-31,2027-06-16,Windows Server,21,64,4140,61.59,0.38
SRV-442,Dallas,2019-12-23,2026-04-08,Linux,107,45,4460,55.83,4.22
SRV-443,San Francisco,2016-08-30,2021-12-11,CentOS,65,60,4517,87.12,1.54
SRV-444,San Francisco,2016-05-30,2022-01-17,CentOS,171,60,1336,82.23,4.91
SRV-445,Dallas,2021-12-18,2027-05-29,Red Hat,171,47,3672,70.16,2.2
SRV-446,Atlanta,2018-04-24,2023-10-26,Windows Server,20,47,3241,85.16,4.58
SRV-447,Atlanta,2017-05-27,2020-07-11,Linux,191,33,3358,97.62,4.3
SRV-448,Dallas,2015-11-17,2019-02-21,Windows Server,98,22,3969,51.92,1.79
SRV-449,New York,2021-07-30,2025-07-21,CentOS,84,56,1655,84.82,3.84
SRV-450,Chicago,2018-05-07,2024-09-25,Ubuntu,28,33,1154,69.35,1.79
SRV-451,San Francisco,2020-07-29,2024-01-24,Linux,88,50,3276,54.36,3.8
SRV-452,Atlanta,2016-05-25,2022-04-18,Linux,130,11,2014,58.07,2.21
SRV-453,Atlanta,2019-07-07,2026-05-11,Windows Server,29,46,2291,81.43,4.49
SRV-454,Dallas,2015-04-17,2020-03-29,Linux,178,51,3942,93.84,2.58
SRV-455,San Francisco,2019-07-20,2023-06-25,Red Hat,134,53,2074,90.74,0.18
SRV-456,San Francisco,2021-11-16,2028-10-04,Red Hat,141,5,2051,94.34,2.45
SRV-457,San Francisco,2018-07-02,2024-11-29,Ubuntu,114,30,2709,60.56,1.22
SRV-458,New York,2019-01-25,2024-05-17,Red Hat,204,5,1891,60.56,2.17
SRV-459,Atlanta,2020-05-06,2024-12-05,Red Hat,24,6,2619,73.96,3.05
SRV-460,New York,2015-01-28,2019-12-11,Linux,127,59,3899,67.45,1.49
SRV-461,Chicago,2016-01-26,2020-01-29,Linux,66,11,559,68.26,2.67
SRV-462,Dallas,2021-07-02,2027-08-05,Linux,162,29,4327,70.9,1.12
SRV-463,Dallas,2017-06-12,2020-09-12,Ubuntu,45,59,1023,77.0,3.55
SRV-464,Chicago,2015-02-27,2021-05-18,Linux,163,40,1064,71.67,3.25
SRV-465,New York,2021-07-16,2028-05-17,Ubuntu,236,31,4421,95.54,1.26
SRV-466,Chicago,2018-04-15,2022-03-30,Red Hat,179,25,3452,64.34,0.34
SRV-467,Dallas,2021-01-20,2027-06-08,Ubuntu,66,24,4521,98.58,2.42
SRV-468,Dallas,2019-05-06,2024-08-15,CentOS,64,20,2945,56.78,3.18
SRV-469,New York,2020-06-15,2025-08-18,Red Hat,71,16,3533,77.1,1.25
SRV-470,Chicago,2020-10-27,2025-05-06,Red Hat,111,31,2479,84.49,3.41
SRV-471,San Francisco,2016-08-02,2021-01-05,Linux,245,27,3126,55.31,3.84
SRV-472,Chicago,2017-11-06,2023-07-18,Windows Server,42,46,783,51.42,3.45
SRV-473,San Francisco,2017-11-30,2021-06-08,Red Hat,99,53,516,72.13,2.19
SRV-474,Chicago,2021-02-21,2025-07-07,Red Hat,112,23,2556,90.17,4.22
SRV-475,New York,2020-11-21,2026-04-23,Linux,80,38,539,54.89,4.22
SRV-476,Dallas,2016-03-01,2020-08-30,Red Hat,130,63,1675,53.93,1.46
SRV-477,Chicago,2016-09-05,2021-07-07,Linux,70,37,4666,93.14,2.75
SRV-478,San Francisco,2019-06-02,2023-04-22,Windows Server,121,36,944,66.19,4.66
SRV-479,Dallas,2018-05-13,2024-09-06,CentOS,155,44,1810,83.7,0.08
SRV-480,Atlanta,2017-09-04,2020-11-23,Red Hat,194,55,3119,81.81,1.2
SRV-481,Atlanta,2017-11-18,2022-08-03,CentOS,37,17,2839,79.53,0.06
SRV-482,Dallas,2017-01-15,2022-09-05,Ubuntu,95,16,3699,71.45,4.99
SRV-483,New York,2021-05-28,2027-02-19,Linux,80,16,2339,82.79,4.94
SRV-484,New York,2019-04-24,2025-08-02,Red Hat,243,30,1534,70.27,2.73
SRV-485,Atlanta,2015-09-09,2020-07-15,CentOS,67,14,1150,60.72,0.95
SRV-486,Chicago,2016-04-10,2021-12-30,Red Hat,197,54,1729,64.61,1.9
SRV-487,Chicago,2021-02-25,2027-01-06,Linux,183,51,2446,59.81,1.97
SRV-488,Atlanta,2015-10-21,2020-09-09,Red Hat,213,13,2401,62.98,2.63
SRV-489,New York,2016-10-19,2020-03-20,Ubuntu,248,63,4624,64.48,4.96
SRV-490,Atlanta,2015-02-27,2020-03-31,Ubuntu,222,23,1275,57.01,3.84
SRV-491,New York,2020-04-27,2023-08-29,Linux,60,45,4420,91.93,3.76
SRV-492,Dallas,2021-12-28,2025-09-02,Linux,199,9,810,95.62,2.5
SRV-493,Atlanta,2018-10-04,2024-11-15,Windows Server,21,21,1657,52.73,1.59
SRV-494,Atlanta,2015-11-17,2019-04-11,Ubuntu,119,34,2863,91.56,0.64
SRV-495,Chicago,2016-05-08,2020-05-21,Ubuntu,97,64,4490,91.1,0.08
SRV-496,New York,2018-09-30,2024-01-24,Windows Server,128,58,523,95.55,3.88
SRV-497,Dallas,2019-09-16,2022-09-15,Windows Server,186,56,4477,83.08,3.09
SRV-498,Atlanta,2021-03-28,2026-11-21,CentOS,122,42,3354,64.92,2.35
SRV-499,Chicago,2021-08-24,2026-04-27,Windows Server,139,8,4397,61.07,4.84
SRV-500,San Francisco,2017-06-03,2023-05-23,Ubuntu,121,59,2772,75.4,4.63
SRV-501,San Francisco,2015-04-04,2020-07-31,Linux,200,62,3752,84.99,2.61
SRV-502,Chicago,2015-09-30,2020-06-29,Ubuntu,197,13,4235,53.32,3.87
SRV-503,New York,2020-03-10,2025-11-01,Ubuntu,149,42,3174,63.56,3.15
SRV-504,San Francisco,2020-11-28,2026-06-06,Ubuntu,234,22,1025,78.05,3.27
SRV-505,New York,2016-04-10,2021-12-02,Linux,98,63,4114,78.13,2.45
SRV-506,Chicago,2016-11-14,2022-09-30,Windows Server,223,11,514,76.09,0.69
SRV-507,Atlanta,2021-05-01,2026-08-12,Windows Server,123,10,3660,76.08,2.91
SRV-508,Dallas,2021-12-04,2028-09-21,Red Hat,132,53,1419,72.41,2.48
SRV-509,New York,2017-03-06,2022-07-28,Windows Server,62,17,1851,51.98,3.91
SRV-510,Atlanta,2018-06-01,2022-09-10,Ubuntu,229,11,626,53.5,3.06
SRV-511,New York,2021-12-27,2027-08-17,CentOS,144,39,1285,59.63,0.93
SRV-512,Atlanta,2018-07-04,2024-10-15,Red Hat,235,50,4770,58.12,0.68
SRV-513,Dallas,2017-06-11,2021-02-05,CentOS,236,37,3173,69.75,1.55
SRV-514,New York,2015-01-27,2019-04-26,Ubuntu,146,61,2252,53.59,3.26
SRV-515,Atlanta,2019-03-20,2024-01-29,CentOS,235,15,2825,84.99,4.7
SRV-516,Chicago,2016-01-22,2021-03-22,CentOS,52,45,1633,85.26,1.36
SRV-517,Atlanta,2015-02-05,2021-02-06,CentOS,222,4,1234,60.37,0.47
SRV-518,Chicago,2018-07-05,2024-04-19,Linux,139,62,1514,52.49,0.5
SRV-519,Dallas,2021-03-22,2024-06-29,Red Hat,127,26,4763,83.34,1.14
SRV-520,Dallas,2019-02-06,2023-03-14,Ubuntu,131,21,2282,50.4,3.26
SRV-521,Dallas,2020-10-06,2024-09-09,CentOS,48,10,3424,85.9,0.54
SRV-522,San Francisco,2018-08-22,2024-08-12,CentOS,170,38,3758,97.75,1.95
SRV-523,Dallas,2021-12-13,2028-12-11,Windows Server,53,21,3547,73.48,2.04
SRV-524,San Francisco,2017-04-20,2021-09-10,Ubuntu,122,51,581,98.61,4.95
SRV-525,San Francisco,2016-12-12,2023-04-22,Windows Server,73,34,4156,64.09,3.52
SRV-526,New York,2017-02-06,2022-08-01,Linux,60,41,2684,98.75,2.64
SRV-527,Chicago,2016-01-25,2019-09-08,Ubuntu,235,49,1665,65.19,3.54
SRV-528,New York,2021-12-09,2028-05-27,Red Hat,123,59,3361,78.13,0.06
SRV-529,Dallas,2017-03-07,2022-10-22,CentOS,46,17,2485,88.7,3.08
SRV-530,Chicago,2017-10-09,2024-01-23,Red Hat,197,28,2774,97.62,4.72
SRV-531,Atlanta,2019-12-05,2024-06-13,CentOS,78,60,3058,96.44,2.44
SRV-532,Chicago,2019-08-06,2023-01-08,Red Hat,79,33,4252,99.0,4.08
SRV-533,Dallas,2016-05-10,2021-08-19,Linux,205,59,2338,72.31,3.51
SRV-534,Chicago,2019-01-22,2023-09-08,CentOS,238,12,2399,84.43,4.46
SRV-535,Chicago,2016-03-05,2022-12-12,CentOS,41,15,2683,97.16,3.91
SRV-536,Chicago,2015-09-21,2018-10-15,Red Hat,246,10,4472,78.0,2.89
SRV-537,San Francisco,2019-03-08,2026-02-11,Red Hat,106,17,2987,74.81,3.86
SRV-538,Atlanta,2019-07-23,2023-08-31,Ubuntu,17,13,2382,59.19,4.51
SRV-539,Atlanta,2020-05-26,2025-02-13,Red Hat,29,45,1112,52.29,3.51
SRV-540,Chicago,2017-08-22,2021-12-06,Windows Server,172,38,3488,90.47,1.04
SRV-541,Atlanta,2018-11-05,2025-08-14,Red Hat,163,37,4289,52.99,2.35
SRV-542,Chicago,2019-04-28,2024-06-24,Ubuntu,24,11,3883,86.6,0.54
SRV-543,Dallas,2016-08-19,2020-06-25,CentOS,173,42,4209,51.9,0.62
SRV-544,Dallas,2018-12-28,2022-06-06,Windows Server,93,34,1556,53.65,4.75
SRV-545,Atlanta,2019-11-27,2025-01-23,Ubuntu,46,32,4356,95.91,0.13
SRV-546,Dallas,2016-06-29,2021-06-09,CentOS,193,51,4400,53.86,0.89
SRV-547,Atlanta,2020-04-24,2024-10-23,Windows Server,130,39,4201,51.35,0.63
SRV-548,Atlanta,2017-06-03,2022-05-29,Linux,242,19,2756,79.65,2.78
SRV-549,Dallas,2015-07-16,2019-02-22,Ubuntu,37,17,1814,76.71,0.84
SRV-550,Chicago,2018-05-06,2022-07-12,Linux,52,15,4087,95.23,1.96
SRV-551,Chicago,2018-03-16,2022-11-29,CentOS,240,39,1917,58.9,3.0
SRV-552,New York,2018-11-13,2024-05-23,CentOS,57,17,4872,99.66,0.37
SRV-553,Atlanta,2019-04-09,2025-12-30,Linux,65,20,3899,76.27,3.0
SRV-554,Chicago,2019-05-17,2025-08-13,Red Hat,79,42,1608,94.2,2.9
SRV-555,Atlanta,2017-11-22,2022-12-28,Red Hat,87,31,2660,78.5,0.92
SRV-556,Dallas,2020-05-24,2025-10-09,Windows Server,128,42,1661,86.76,4.68
SRV-557,New York,2016-02-04,2019-05-21,Red Hat,156,44,4365,50.48,4.7
SRV-558,Chicago,2019-09-08,2025-08-27,CentOS,107,13,4791,64.98,4.0
SRV-559,Dallas,2017-01-25,2023-03-10,CentOS,158,14,2717,57.31,2.22
SRV-560,Chicago,2019-10-08,2025-01-12,Windows Server,195,28,2203,60.21,0.7
SRV-561,Atlanta,2016-03-31,2020-09-21,Ubuntu,119,22,1797,85.58,2.99
SRV-562,Atlanta,2020-03-09,2024-12-23,CentOS,112,35,1437,70.7,2.91
SRV-563,Dallas,2017-02-05,2022-12-22,Red Hat,215,52,3160,86.57,0.77
SRV-564,New York,2017-03-19,2022-01-02,Windows Server,33,31,1350,50.61,2.68
SRV-565,New York,2020-02-20,2025-06-14,CentOS,252,34,2443,74.34,0.54
SRV-566,Chicago,2015-08-27,2021-06-04,CentOS,27,44,2487,90.44,2.01
SRV-567,New York,2018-08-05,2023-07-08,Linux,96,50,974,53.11,3.42
SRV-568,Atlanta,2017-08-27,2022-10-16,Linux,67,56,2408,74.04,2.33
SRV-569,Atlanta,2020-07-24,2025-05-28,CentOS,68,45,4195,62.61,3.21
SRV-570,San Francisco,2019-12-30,2025-10-12,Ubuntu,185,64,2403,96.15,0.13
SRV-571,San Francisco,2019-03-08,2023-05-17,Linux,153,4,3651,69.37,2.7
SRV-572,New York,2020-09-14,2025-05-29,Red Hat,104,61,4299,56.03,1.0
SRV-573,San Francisco,2021-12-23,2028-07-30,Red Hat,193,39,801,86.95,2.31
SRV-574,Dallas,2021-08-27,2026-09-11,Windows Server,256,40,3475,75.2,2.21
SRV-575,Chicago,2015-12-08,2021-09-16,Linux,148,47,1120,93.0,4.42
SRV-576,Chicago,2016-12-14,2020-08-27,Linux,180,42,3490,55.03,2.69
SRV-577,Dallas,2015-08-02,2019-12-24,Windows Server,252,57,2509,66.29,0.46
SRV-578,Dallas,2017-01-09,2022-07-25,CentOS,139,6,3589,82.4,3.3
SRV-579,New York,2019-01-16,2025-12-07,Windows Server,184,37,1194,89.63,0.18
SRV-580,New York,2018-05-05,2024-06-01,Windows Server,154,15,4397,76.39,2.2
SRV-581,New York,2020-11-10,2026-02-16,Linux,149,56,3733,54.81,3.71
SRV-582,Chicago,2015-05-28,2019-07-15,CentOS,230,34,1649,65.11,4.65
SRV-583,San Francisco,2015-07-03,2022-03-04,Linux,113,59,4993,76.17,4.65
SRV-584,New York,2019-10-29,2025-08-10,Red Hat,108,5,778,78.27,1.57
SRV-585,Atlanta,2018-10-17,2022-02-11,Windows Server,99,13,1046,96.95,3.55
SRV-586,Atlanta,2020-12-27,2027-08-26,Red Hat,139,51,3343,92.28,2.76
SRV-587,Dallas,2016-01-12,2021-07-09,Windows Server,68,15,3674,96.92,4.26
SRV-588,San Francisco,2019-05-13,2025-12-18,Windows Server,201,46,3910,78.5,0.47
SRV-589,Atlanta,2017-05-06,2022-09-12,Ubuntu,181,26,723,76.54,0.05
SRV-590,San Francisco,2018-02-11,2021-05-16,Linux,135,40,4183,59.4,1.35
SRV-591,New York,2021-10-15,2026-05-17,Windows Server,191,20,722,82.41,3.34
SRV-592,New York,2016-03-06,2021-11-28,Windows Server,117,20,3622,83.59,2.73
SRV-593,San Francisco,2021-01-27,2025-01-19,Ubuntu,218,13,3034,53.09,4.92
SRV-594,San Francisco,2021-11-10,2027-11-15,Ubuntu,241,52,2203,85.48,2.64
SRV-595,Atlanta,2017-11-11,2024-03-27,Ubuntu,129,46,4394,90.39,2.62
SRV-596,Chicago,2021-02-23,2025-01-16,Red Hat,144,13,4269,67.52,0.59
SRV-597,San Francisco,2017-01-25,2020-04-01,Red Hat,239,50,898,51.88,4.79
SRV-598,Dallas,2017-09-05,2022-09-15,CentOS,156,15,4736,67.72,0.72
SRV-599,San Francisco,2018-06-02,2022-11-19,Ubuntu,42,48,3202,71.89,1.31
SRV-600,San Francisco,2018-08-03,2022-02-17,Ubuntu,145,24,4040,92.83,5.0
SRV-601,San Francisco,2021-12-17,2027-01-27,CentOS,82,33,3277,59.02,4.98
SRV-602,Chicago,2019-10-21,2024-06-18,Red Hat,80,50,4654,69.13,1.8
SRV-603,Chicago,2015-12-26,2022-03-15,Windows Server,142,53,969,85.38,2.92
SRV-604,Chicago,2015-09-01,2020-03-08,Red Hat,211,32,928,88.97,4.45
SRV-605,Chicago,2021-06-06,2024-11-14,Red Hat,254,18,1422,58.56,1.56
SRV-606,New York,2017-05-17,2022-10-07,CentOS,86,37,4882,94.11,4.47
SRV-607,San Francisco,2019-03-02,2024-11-25,Windows Server,87,16,2421,50.85,4.23
SRV-608,Chicago,2015-05-08,2021-05-29,Windows Server,199,23,1315,51.33,2.58
SRV-609,Atlanta,2016-06-03,2022-12-28,Windows Server,48,22,3952,52.11,3.85
